StationId,Date,PM2.5,NO,NO2,NOx,NH3,CO,SO2,AQI,AQI_Bucket
DL013,01-11-2017,67.35,22.49,62.52,50.87,49.69,0.56,7.05,110,Moderate
DL013,02-11-2017,62.21,21.87,48.76,43.16,47.81,0.73,6,146,Moderate
DL013,03-11-2017,97.96,29.6,47.41,48.63,60.3,0.92,10,117,Moderate
DL013,04-11-2017,135.34,35.69,48.96,59.06,49.67,1.01,8.96,306,Very Poor
DL013,05-11-2017,102.1,59.95,62.2,88.76,59.49,1.27,15.37,251,Poor
DL013,06-11-2017,181.43,109.45,66.22,122.96,88.04,1.63,17.34,334,Very Poor
DL013,07-11-2017,397.79,21.19,74.12,55.97,64.87,1.76,10.37,431,Severe
DL013,08-11-2017,417.33,30.9,79.45,66.53,69.1,2.88,21.54,492,Severe
DL013,09-11-2017,325.1,34.06,80.97,69.86,67.4,1.93,19.92,512,Severe
DL013,10-11-2017,321.83,55.88,66.42,79.66,62.54,2.31,21.38,472,Severe
DL013,11-11-2017,335.36,126.43,76.94,141.64,91.38,1.69,21.7,458,Severe
DL013,12-11-2017,306.77,81.06,66.1,99.64,76.6,1.99,10.9,449,Severe
DL013,13-11-2017,159.44,58.76,67.55,82.56,71.14,1.86,10.25,384,Very Poor
DL013,14-11-2017,122.83,24.85,67.43,55.37,55.55,1.67,10.65,314,Very Poor
DL013,15-11-2017,129.62,29.75,74.38,63.79,51.42,1.24,14.76,289,Poor
DL013,16-11-2017,182.41,21.12,54.18,45.41,38.24,1,10.02,339,Very Poor
DL013,17-11-2017,145.92,21.05,52.48,44.46,36.92,0.76,6.54,334,Very Poor
DL013,18-11-2017,123.07,16.54,53.08,41.17,36.06,0.7,11.08,306,Very Poor
DL013,19-11-2017,120.11,15.32,51.97,39.61,32.67,0.71,8.86,296,Poor
DL013,20-11-2017,146.42,14.1,58.19,41.91,32.43,0.7,9.9,317,Very Poor
DL013,21-11-2017,135.62,23.71,76.37,59.16,35.26,0.89,14.88,315,Very Poor
DL013,22-11-2017,113.25,20.89,80.06,58.85,36.12,1.2,23.16,298,Poor
DL013,23-11-2017,146.81,23.98,80.88,61.76,36.5,1.38,15.25,310,Very Poor
DL013,24-11-2017,160.23,37.21,101.61,83.23,46.89,1.43,12.14,327,Very Poor
DL013,25-11-2017,144.76,32.83,91.97,74.64,43.58,2.01,10.77,325,Very Poor
DL013,26-11-2017,183.08,70.04,96.29,106.71,60.09,1.79,15.59,336,Very Poor
DL013,27-11-2017,129.34,20.79,86.48,62.15,43.94,1.23,11.54,322,Very Poor
DL013,28-11-2017,117.56,66.93,92.76,102.37,55.39,1.71,10.74,304,Very Poor
DL013,29-11-2017,167.26,183.95,119.02,209.8,100.97,2.58,16.33,320,Very Poor
DL013,30-11-2017,178.33,65.11,83.51,96.04,64.85,2.11,10.18,340,Very Poor
DL013,01-12-2017,136.09,77.96,88.54,108.96,61.07,1.61,18.07,326,Very Poor
DL013,02-12-2017,189.65,201.85,122.27,225.83,106.42,3.05,33.07,339,Very Poor
DL013,03-12-2017,165.5,84.31,119.55,130.37,73.35,2.25,30.42,343,Very Poor
DL013,04-12-2017,189.91,147.51,125.34,196.19,98.18,3.49,37.48,348,Very Poor
DL013,05-12-2017,148.73,127.28,106.93,158.7,93.35,1.56,22.47,331,Very Poor
DL013,06-12-2017,82.93,16.03,57.98,43.66,40.87,1.55,6.77,254,Poor
DL013,07-12-2017,56.98,16.05,55.23,23.96,35.12,0.54,7.95,119,Moderate
DL013,08-12-2017,88.53,20.15,65.95,0,41.55,0,15.26,151,Moderate
DL013,09-12-2017,132.02,63.02,71.86,0,49.78,0,20.59,255,Poor
DL013,10-12-2017,137.88,90.64,51.29,0,45.84,0,27.25,319,Very Poor
DL013,11-12-2017,125.68,141.55,76.41,0,83.5,0,28.52,310,Very Poor
DL013,12-12-2017,68.92,31.49,49.36,0,42.82,0,2.4,284,Poor
DL013,13-12-2017,81.27,27.73,33.47,0,53.83,0,4.77,149,Moderate
DL013,14-12-2017,84.67,20.64,24.81,0,58.82,0,6.57,173,Moderate
DL013,15-12-2017,79.43,20.79,25.66,0,53.61,0,4.56,186,Moderate
DL013,16-12-2017,77.14,20.81,37.43,0,53.2,0,3.26,155,Moderate
DL013,17-12-2017,75.23,16.35,45.36,0,47.84,0,7.12,159,Moderate
DL013,18-12-2017,85.92,20.68,57.68,0,63.81,0,9.98,170,Moderate
DL013,19-12-2017,102.04,39.29,60.24,0,71.39,0,14.54,210,Poor
DL013,20-12-2017,180.58,58.86,82.51,0,97.6,0,24.35,307,Very Poor
DL013,21-12-2017,164.67,34.36,57.28,0,76.11,0,21.44,348,Very Poor
DL013,22-12-2017,82.37,22.26,47.06,0,56.82,0.11,14.39,278,Poor
DL013,23-12-2017,74.05,23.88,47.77,0,59.19,0.11,7.98,142,Moderate
DL013,24-12-2017,134.89,126.37,117.31,0,151.38,0,25.17,244,Poor
DL013,25-12-2017,143.09,49.03,61.4,0,93.29,0,25.2,321,Very Poor
DL013,26-12-2017,128.8,42.15,66.57,0,91.49,0,18.82,308,Very Poor
DL013,27-12-2017,128.13,63.48,73.46,0,106.11,0,20.31,306,Very Poor
DL013,28-12-2017,131.05,55.27,58.24,0,83.07,0,26.4,309,Very Poor
DL013,29-12-2017,134.34,44.16,42.84,0,59.3,0,6.75,307,Very Poor
DL013,30-12-2017,159.36,60.06,52.8,0,74.88,0,17.65,324,Very Poor
DL013,31-12-2017,189.57,58.83,58.11,0,83.99,0,21.02,335,Very Poor
DL013,01-01-2018,197.07,54.85,44.99,0,69.62,0,26.24,359,Very Poor
DL013,02-01-2018,140.69,30.66,36.67,0,48.42,0,7.92,333,Very Poor
DL013,03-01-2018,152.83,31.83,36.15,0,49.69,0,7.18,322,Very Poor
DL013,04-01-2018,192.1,40.44,62.08,0,64.21,0,19.44,344,Very Poor
DL013,05-01-2018,146.08,54.96,51.51,0,67.65,0,14.91,330,Very Poor
DL013,06-01-2018,206.03,108.08,61.33,0,102.23,0,36.04,353,Very Poor
DL013,07-01-2018,142.44,34.22,50.13,0,57.61,0,18.74,349,Very Poor
